,Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
1537,LAWYER,183,676276860530,05/27,404,1
5647,ENGINEER,60734,4502914405238489600,03/27,350,1
7174,DOCTOR,63463,4551449726026788,10/34,233,1
8192,ENGINEER,98524,4388796106909,03/33,45,1
1399,LAWYER,53737,4167999786778,03/28,170,1
5095,LAWYER,3354,30594686678109,07/25,979,1
4902,LAWYER,62470,213121657854342,09/25,135,0
6515,ENGINEER,31798,4016545676064650,05/32,834,1
944,ENGINEER,26327,4643662688517137,02/27,258,0
5665,LAWYER,39025,4218579678900476,07/32,241,1
7085,ENGINEER,55446,4156777810294865,06/26,347,0
5540,LAWYER,49477,2299808004963536,01/27,191,0
4816,ENGINEER,65755,372911836926947,07/28,638,0
6911,ENGINEER,70124,4395865402334806389,05/29,502,0
7743,ENGINEER,31333,344161321626660,11/31,929,0
8456,DOCTOR,71556,3548454645348725,03/32,336,0
3596,ENGINEER,25998,3557962225220047,02/32,56,0
6380,LAWYER,20453,5373560721208826,07/30,121,0
3235,ENGINEER,38486,4582423280543902399,12/24,84,1
3079,ENGINEER,51022,2720041754887569,07/34,676,0
5316,LAWYER,24431,341677804770280,02/26,780,0
498,DOCTOR,23454,676351400541,11/33,145,0
136,DOCTOR,76281,2458623848776615,08/25,446,0
8998,DOCTOR,31926,4714712699933999,04/32,31,0
78,ENGINEER,46728,6011222066157292,12/32,389,0
3656,ENGINEER,86415,4620456172888071,03/33,80,1
651,ENGINEER,43019,2503906828737813,08/27,166,0
8500,LAWYER,92087,4992367177296,02/29,571,0
9445,ENGINEER,94828,6524057816584993,09/33,96,1
6151,ENGINEER,3804,2248834011629979,01/29,853,0
2825,ENGINEER,85365,501835354017,10/30,416,1
6142,ENGINEER,40901,4949962993840242628,11/33,992,0
4267,DOCTOR,97209,4174465940871,05/25,495,0
6719,LAWYER,54656,6011418624519276,02/30,528,0
2807,ENGINEER,77295,3517573752639860,10/31,484,0
4780,DOCTOR,17557,4108169017591658,12/30,41,0
660,ENGINEER,67033,5282415050466380,11/29,10,1
8498,LAWYER,9730,4224648389401959,07/28,529,0
702,ENGINEER,87676,4675488360721818,02/31,835,1
4729,ENGINEER,8326,6011751180519607,09/31,70,0
2269,ENGINEER,71427,2229969500795809,10/28,293,0
4725,DOCTOR,10371,36709334985193,11/27,531,0
151,ENGINEER,23457,4733735590552524,03/27,221,0
734,ENGINEER,23090,347265981009021,10/32,505,0
6770,DOCTOR,70770,4847390044411993,05/33,772,1
7683,LAWYER,98081,4929871226882052,11/30,981,0
886,DOCTOR,52867,213121299541844,04/29,580,0
767,LAWYER,6790,4737664587881,07/30,538,0
3775,DOCTOR,38647,675943421866,02/31,565,0
2830,LAWYER,2651,372617173445868,04/26,638,1
7982,LAWYER,3717,30496912557695,10/30,732,0
4568,ENGINEER,19209,30411966757281,07/27,483,1
6441,ENGINEER,74942,6011207314410502,08/29,753,1
9237,LAWYER,54497,3572037439495882,04/32,136,0
8837,LAWYER,69437,4983185558202562,02/30,560,0
5947,LAWYER,84581,6011473322732358,03/27,984,0
9690,LAWYER,14290,6011305207798569,01/34,499,0
1829,ENGINEER,76977,345473961984419,11/33,154,1
1455,DOCTOR,81613,561162727987,10/30,579,1
3029,ENGINEER,65138,30090198862794,06/26,513,0
3636,LAWYER,39918,30281893701532,12/28,81,0
8253,DOCTOR,88693,3542639568104263,03/27,309,0
1839,LAWYER,18189,2272468072444074,10/32,976,0
8689,DOCTOR,59630,6011700483893102,11/28,8880,1
2636,DOCTOR,9729,4770512372797542451,11/26,139,0
6950,DOCTOR,87806,4806142837996907,01/33,966,0
1612,DOCTOR,50521,4498577760384,10/25,444,1
2364,ENGINEER,99525,4647340029556702,06/29,642,1
6950,DOCTOR,87806,4806142837996907,01/33,966,0
1014,LAWYER,55672,30338964983157,06/26,849,1
2228,ENGINEER,76095,4094406402666760,05/34,901,0
3167,DOCTOR,69168,349234956237031,11/31,960,0
7586,DOCTOR,56681,180030744891143,02/29,526,0
3512,LAWYER,75632,4898084216091253751,01/30,910,0
8234,LAWYER,54544,4252308015461326852,10/30,485,0
6603,LAWYER,9469,639085679459,02/31,49,0
4617,LAWYER,27159,3573520542428147,05/28,306,1
8997,ENGINEER,9819,180065181771044,05/29,8469,0
3826,ENGINEER,40039,180076796596494,02/33,402,1
4993,ENGINEER,80195,30501267014349,08/28,336,0
2151,DOCTOR,76651,3582893709400269,08/29,706,1
2077,ENGINEER,54906,2241696432443844,01/33,341,0
9707,LAWYER,34895,502027961593,03/34,995,0
7504,LAWYER,41274,586680052154,11/25,386,0
8133,LAWYER,37562,5356911768737113,09/32,326,0
8491,DOCTOR,95359,3516379029868832,12/27,245,0
23,LAWYER,93669,347167113631542,03/30,547,0
9293,DOCTOR,48519,4037239585249516569,03/30,548,0
3162,LAWYER,26091,4014108382950,05/34,245,0
5817,LAWYER,80420,6011359181920038,02/25,9246,1
3858,LAWYER,68406,3592038573615869,03/30,957,1
3318,LAWYER,3948,4442549246831584,11/31,538,0
7414,LAWYER,57537,4143366355272053794,05/30,9130,1
5616,DOCTOR,17146,378704531310002,08/26,916,0
5692,ENGINEER,62563,38243499419283,03/29,749,0
7493,ENGINEER,89325,4613762622725535,01/27,368,1
514,ENGINEER,51970,340815332195742,10/31,789,0
6701,DOCTOR,34849,30480572892105,05/28,583,0
9377,DOCTOR,51472,4373802276227,06/26,846,0
8424,ENGINEER,32636,3505894502070691,05/34,922,0
816,DOCTOR,98134,580823903662,12/24,65,0
2203,LAWYER,5553,6513135758247739,03/30,308,0
2096,ENGINEER,85774,180077686816356,07/33,5222,1
4473,DOCTOR,27121,30261368787091,04/27,501,1
4944,LAWYER,91334,4716336845338919087,05/27,379,0
9767,LAWYER,70567,180067295938303,12/26,77,0
8110,LAWYER,41373,3527494059317258,11/32,164,0
7908,LAWYER,41021,6594112447779739,11/29,204,0
9763,ENGINEER,49423,2283463606531261,11/33,911,1
7182,LAWYER,27663,4206568068686443,11/27,767,0
9812,LAWYER,27872,343730476491277,02/27,840,1
5374,ENGINEER,25182,4668344545496,03/32,280,1
5180,ENGINEER,21175,344564703676486,04/29,363,1
716,LAWYER,66963,3543319167792466,05/25,607,1
5697,ENGINEER,24418,4291723343761067,01/26,171,0
6154,ENGINEER,24907,5262137183240904,09/25,416,0
9060,DOCTOR,47928,180005267200120,06/31,36,0
274,DOCTOR,15273,6577787381717364,05/25,121,1
2253,DOCTOR,32354,3566288756707254,01/30,916,1
6745,ENGINEER,49137,503816867249,09/31,543,0
6842,ENGINEER,93946,2221621680746742,11/31,721,0
7429,ENGINEER,24184,2266106416989663,08/28,111,0
1248,LAWYER,81170,6574749361015501,10/25,956,0
4609,DOCTOR,9297,4780095719115674529,03/34,912,1
1801,DOCTOR,54109,4083401691299668056,11/26,671,1
4756,LAWYER,13017,3500831703457694,04/33,633,1
9954,LAWYER,80838,4326761373109874813,09/32,311,0
6803,LAWYER,22403,4359991330405399,12/24,423,0
4696,LAWYER,98003,3562378795669344,10/31,550,0
8175,LAWYER,18790,4144942780511244,05/31,169,0
9544,DOCTOR,93670,2423533764914672,06/31,161,0
3284,LAWYER,88889,3523053554808858,07/29,255,0
1732,LAWYER,99587,582294936106,11/32,658,1
3098,LAWYER,58161,30397992397350,09/30,753,0
6749,ENGINEER,34255,349856433131617,02/27,387,1
1214,DOCTOR,84768,348945198959568,04/26,809,0
8949,DOCTOR,1111,180004457254492,10/34,5259,1
8431,ENGINEER,48577,2719997776929130,04/30,834,1
8789,DOCTOR,22548,345620721935350,07/32,517,0
2889,ENGINEER,76743,3520907090052862,12/24,271,0
8197,DOCTOR,68061,5338513806579797,01/25,582,0
9046,ENGINEER,56601,4250697625903549,03/32,260,0
2724,DOCTOR,44608,6525590407402174,12/28,581,0
9478,ENGINEER,65109,4579676459216,01/30,543,0
2303,ENGINEER,27502,373662301256471,05/29,9133,0
9992,ENGINEER,95752,348669834803705,08/27,409,0
2301,LAWYER,75845,4860797393466566600,09/31,85,1
6820,DOCTOR,47421,4251240945845,07/29,855,0
1806,DOCTOR,86473,374880286267284,01/34,861,1
2204,DOCTOR,82946,4165173851062396,07/32,724,1
8505,ENGINEER,6965,4418037671666,08/28,836,0
1562,ENGINEER,15574,341563731861733,10/27,861,1
2978,LAWYER,67677,4530613229898557,09/30,130,1
2398,DOCTOR,19244,4084309428589630,11/26,968,1
91,ENGINEER,31476,213152337376901,06/27,381,0
1926,LAWYER,5724,38371805364123,11/28,527,1
6556,DOCTOR,61520,378359422896039,06/26,337,0
4325,ENGINEER,37207,4424610414659249,07/32,282,0
513,DOCTOR,15170,4327515815978,04/31,928,0
4867,ENGINEER,67571,6011234821475158,06/27,553,0
6453,DOCTOR,48144,349308223176550,01/30,73,0
161,LAWYER,53542,4984166771936151,10/27,935,0
681,ENGINEER,65140,5363434610572241,10/28,241,0
7382,ENGINEER,56435,3563204136448686,02/30,268,0
846,LAWYER,31683,373906704974283,10/25,669,1
9444,LAWYER,38318,6011671652957814,07/33,307,0
991,ENGINEER,10814,347111491475650,11/24,122,0
3452,ENGINEER,93484,3543573839241050,05/32,141,0
8261,DOCTOR,97680,38218857852986,07/30,127,0
2629,LAWYER,58599,3595962706386832,03/25,758,1
9922,DOCTOR,78826,2299744124488155,03/34,114,0
2336,LAWYER,93296,4561754263845201937,08/28,320,0
8507,LAWYER,35748,6504543163650051,11/32,966,1
1272,ENGINEER,27778,639035384747,07/31,937,1
4964,DOCTOR,47357,560188762945,06/29,853,0
7068,ENGINEER,53783,347620137089196,10/27,234,1
6473,DOCTOR,71144,4538814300546709,04/31,949,0
402,DOCTOR,84122,4903914728134356,02/31,101,0
1062,DOCTOR,96128,349131768434832,08/29,605,1
1814,LAWYER,2919,344865849140299,03/25,883,0
1190,LAWYER,49956,5517447856547474,08/27,450,0
5737,DOCTOR,97846,3571034845532037,09/30,829,1
722,LAWYER,13884,3596968984822934,08/32,961,0
4496,ENGINEER,25571,4439841050553637236,08/30,72,0
1494,ENGINEER,60856,30040083344432,04/34,4926,1
6093,DOCTOR,37689,4361591430576,04/33,711,0
9246,LAWYER,63698,30017740365844,11/26,662,0
8429,DOCTOR,29591,213190593284971,05/33,201,1
6242,ENGINEER,8055,676114724567,06/32,5128,0
8492,LAWYER,78872,344824488229194,07/34,845,0
3156,ENGINEER,29094,502020362575,10/29,937,1
2036,ENGINEER,93134,372590200899318,08/30,277,0
8735,ENGINEER,14132,38713830596015,11/30,964,1
25,LAWYER,62306,4514788813299,11/28,141,0
2306,ENGINEER,93919,3595489994877009,06/28,415,0
8569,DOCTOR,8312,3588916672346633,05/27,812,0
458,ENGINEER,10757,4896048405215212525,03/26,877,0
2843,LAWYER,91543,180063746877067,07/34,2869,1
9744,LAWYER,65083,6573579261768714,04/25,183,0
210,DOCTOR,41667,6011922002647328,05/26,8,0
9580,LAWYER,55356,6569135184497380,08/29,663,0
8318,LAWYER,80270,4336034868426517,02/25,36,0
5050,LAWYER,37247,6011298811700339,07/28,538,1
1789,DOCTOR,73148,6537877659359533,02/32,849,1
6361,LAWYER,64707,4194897354853621,01/29,70,0
5528,DOCTOR,81798,38548448199145,03/31,27,0
7485,ENGINEER,60766,4208070771576,01/25,204,0
3299,LAWYER,85901,373286951878077,08/29,71,0
2832,ENGINEER,15804,569405856380,04/31,576,1
9450,LAWYER,9168,676330689420,01/31,490,0
8137,DOCTOR,27214,4692113528293737,07/32,325,0
667,LAWYER,63076,4824978641909695,02/32,920,0
5753,LAWYER,38675,4180847012459156590,09/26,848,1
3525,DOCTOR,78773,4830544314471074,09/27,9734,0
7897,LAWYER,73552,4199508708625426,04/26,940,0
4363,DOCTOR,15762,6561886998940613,02/29,9367,0
1999,ENGINEER,39978,30078764817805,02/33,328,0
2511,LAWYER,176,2222488954690751,02/28,578,0
5276,ENGINEER,17698,2232481971347123,09/33,194,0
6366,ENGINEER,16185,3587773853515952,02/30,395,1
987,ENGINEER,16258,5414126531018051,12/33,699,0
2457,LAWYER,75166,4223054691949158807,03/26,1252,0
5676,ENGINEER,7791,3518584715437861,04/31,424,0
6438,LAWYER,2809,3540273588993299,10/33,545,0
2561,ENGINEER,44273,4676142527684679,12/27,26,0
3636,LAWYER,39918,30281893701532,12/28,81,0
6679,LAWYER,76838,5584706522571145,02/26,793,1
6975,LAWYER,48687,4068959456922556,12/26,278,0
7054,ENGINEER,11184,60443802669,05/31,874,0
6169,DOCTOR,8203,3552453189496158,07/28,444,1
7877,ENGINEER,81269,4254979993317,07/27,668,0
4738,LAWYER,79690,4981112807932197,01/33,962,0
998,ENGINEER,24041,213193087678393,08/32,672,1
7517,LAWYER,16052,30109221864120,12/32,631,1
7391,ENGINEER,71723,5251331411106275,02/28,450,0
8271,ENGINEER,14193,4618454680744878286,04/32,7407,0
9118,DOCTOR,3058,676153494122,06/25,613,1
4223,LAWYER,97332,3524984916394030,05/33,932,0
4947,ENGINEER,11566,30318847291382,05/29,396,0
4935,LAWYER,10884,4389026220443354284,05/30,451,1
7933,LAWYER,7333,4556252904567663,07/29,997,0
1987,LAWYER,1964,4982108246601632,04/32,177,0
7835,DOCTOR,97219,4609520150359069,01/30,591,0
6033,ENGINEER,19990,3531868783005566,02/27,420,0
5774,ENGINEER,13963,2720577688104266,01/34,87,0
2078,ENGINEER,93670,4169356350974445,04/33,485,1
7962,ENGINEER,16662,3589635083690566,10/27,219,0
1378,DOCTOR,5735,4221968544039376,06/25,535,0
8767,LAWYER,26808,4984573021865421,06/32,100,0
2404,LAWYER,37556,38787055161432,11/31,82,0
7855,DOCTOR,23284,3571114423170010,02/28,385,0
5899,LAWYER,5180,3571042289194453,10/29,135,1
8300,DOCTOR,72401,2720797522042908,12/24,7190,0
5625,ENGINEER,74666,30339957080977,12/32,710,1
6780,ENGINEER,22445,371724421429909,04/30,11,0
4080,DOCTOR,97517,30510816074191,02/25,528,0
3913,ENGINEER,41329,4031535858556046,06/34,653,1
6809,DOCTOR,60542,3590955790336825,06/27,932,0
6484,DOCTOR,33788,180002466448881,02/28,791,0
7000,LAWYER,66033,36643384508789,03/32,912,0
9331,ENGINEER,83040,4593691975209074,02/33,546,0
8766,DOCTOR,18319,180024782237368,07/30,824,0
2932,ENGINEER,42483,349674376544641,01/32,527,1
8707,DOCTOR,42942,3516485164923322,05/25,803,1
5614,DOCTOR,46579,213152884680739,04/33,890,0
8762,LAWYER,50225,3550667110035197,07/34,840,0
4192,DOCTOR,25825,4490206486759402,06/32,616,1
1745,LAWYER,74457,30346263477854,01/26,4786,0
3190,DOCTOR,23205,30325502670495,08/32,648,0
6008,ENGINEER,40358,6011102707375224,10/26,825,0
4558,DOCTOR,82532,213176962067311,07/33,968,1
7824,LAWYER,7864,3532588016834868,01/28,1019,0
1903,ENGINEER,95338,4407615580335503778,12/26,593,1
553,LAWYER,82103,676114472324,01/29,324,1
2199,ENGINEER,68767,3547112461075159,06/26,569,1
4994,LAWYER,60233,4523231896174720,01/28,158,1
6698,ENGINEER,29968,4285524934075,07/31,534,1
3623,LAWYER,1094,2409854026775711,02/26,64,1
7310,LAWYER,65209,4712943946185594,12/28,556,0
1381,LAWYER,7597,4098535652366,07/31,56,0
9389,DOCTOR,38917,4069426420691351,02/31,485,0
7357,ENGINEER,85682,4769365124391,02/27,178,0
5068,LAWYER,58556,3533813105972851,08/31,658,0
5109,LAWYER,56883,501814361744,05/32,253,1
3603,DOCTOR,23698,4542172009821970,02/33,707,0
7521,DOCTOR,16347,4644537038610338,09/30,900,1
2061,ENGINEER,90911,3517668712722127,06/32,942,0
8701,LAWYER,73514,2236163776579243,06/32,661,0
8869,LAWYER,26256,180079798120693,01/32,585,0
538,LAWYER,15114,4026830519116174,08/33,676,0
6947,DOCTOR,35600,4895289344290928,06/28,622,0
2419,ENGINEER,1770,583956904481,03/31,797,0
6141,DOCTOR,93124,3524962735124424,07/26,779,1
6898,ENGINEER,20519,375141881297377,12/30,252,1
3894,DOCTOR,20012,213166209251422,09/28,647,1
1839,LAWYER,18189,2272468072444074,10/32,976,0
5115,DOCTOR,30974,2547341125774848,08/28,754,0
5375,DOCTOR,30691,213103086897340,01/31,696,0
3512,LAWYER,75632,4898084216091253751,01/30,910,0
9884,DOCTOR,50906,583451696475,10/33,387,0
9124,DOCTOR,17921,676170468422,09/31,797,0
4582,ENGINEER,34187,4038592192506149,03/29,884,0
4467,ENGINEER,94857,4954715424586536,10/26,186,1
2038,DOCTOR,522,6501967332609289,12/31,643,0
1371,DOCTOR,61134,4642807345074,09/28,7814,0
5800,ENGINEER,71458,4857950375229,08/30,7151,0
1762,ENGINEER,6897,4976358963236785,01/29,967,0
5425,DOCTOR,88204,3548301830381849,02/28,350,0
7489,LAWYER,90450,30148702623753,12/25,930,1
7160,DOCTOR,5428,501862774251,12/33,782,1
3383,DOCTOR,88254,3554864563457392,05/28,326,0
3481,LAWYER,31757,6011600042777251,01/25,360,0
862,LAWYER,48170,36055436133393,06/31,367,0
23,LAWYER,93669,347167113631542,03/30,547,0
4182,DOCTOR,34661,341238700089638,11/29,576,1
7855,DOCTOR,23284,3571114423170010,02/28,385,0
6389,ENGINEER,9030,213122996239989,06/31,92,0
8331,LAWYER,6522,3528597514394297,01/26,6229,0
8589,DOCTOR,46511,3592046533623352,11/29,4894,0
4711,DOCTOR,46632,676232673431,10/31,146,0
6014,ENGINEER,54446,6500528120568177,01/25,210,0
6911,ENGINEER,70124,4395865402334806389,05/29,502,0
7418,ENGINEER,41503,4903702727678170,08/29,1562,0
1137,LAWYER,20603,6011692352928954,10/30,252,1
5420,ENGINEER,79013,3508113764105245,12/30,174,0
7877,ENGINEER,81269,4254979993317,07/27,668,0
9717,ENGINEER,89727,639047030007,06/25,646,0
8190,LAWYER,57543,30391789073571,01/32,982,0
3061,LAWYER,88295,347474239595092,10/33,903,0
4540,ENGINEER,10237,576820130812,05/34,9173,0
7166,LAWYER,31126,4494250655728,12/32,758,0
7831,ENGINEER,99207,4813283151203347,04/28,459,1
598,DOCTOR,10399,3587383922832337,09/30,8917,0
3366,DOCTOR,82013,4407234779965686,04/30,504,0
9177,DOCTOR,23039,213104425862672,08/27,731,0
3387,DOCTOR,77172,4718818707020541,04/27,320,0
6660,LAWYER,74032,4024913785738202,04/30,473,1
5213,DOCTOR,47885,4763462397206682,01/28,221,1
2827,DOCTOR,79116,6518745944746066,08/26,930,1
5347,ENGINEER,57462,4855395851779958562,06/32,347,1
9086,LAWYER,30620,4854980938754845,01/29,6838,0
2802,ENGINEER,36121,4138265870158,03/25,743,0
1501,LAWYER,71179,348645759660288,12/26,67,1
391,ENGINEER,13339,213122555272330,09/32,668,0
360,LAWYER,65502,5554499970734128,12/24,736,0
6946,DOCTOR,83476,4121533233466,01/25,191,0
170,DOCTOR,98905,4808340961012,12/30,822,1
5392,LAWYER,62664,4576289678251647780,06/30,939,1
6350,DOCTOR,44472,4828973683626576,07/34,861,1
2511,LAWYER,176,2222488954690751,02/28,578,0
5642,LAWYER,10886,4070299385120540665,06/32,534,0
3510,DOCTOR,49437,180093786167111,11/29,369,0
9370,LAWYER,7895,501872819724,08/25,236,1
2336,LAWYER,93296,4561754263845201937,08/28,320,0
2871,ENGINEER,91765,30359253784031,06/31,90,1
4726,DOCTOR,4326,3522730662640114,09/27,13,1
8045,ENGINEER,68110,4118400406681646,07/29,625,0
9330,DOCTOR,29380,4590747916750902232,10/33,951,0
580,ENGINEER,1224,4428666185255878,09/26,913,1
4637,LAWYER,87233,4270355374045816,09/34,526,1
8981,ENGINEER,55610,378624652353476,07/33,753,0
5895,DOCTOR,53094,4918024487006150,05/25,4711,0
9636,ENGINEER,99197,4273079157372460769,10/26,151,1
7121,LAWYER,72265,4931425057549284,12/24,216,0
3877,ENGINEER,67266,502071035419,09/26,324,0
3748,ENGINEER,48168,4252670819155658573,03/34,276,0
6510,DOCTOR,52629,374398000418836,03/32,834,1
9414,LAWYER,68336,4541845510600,07/25,6527,0
622,ENGINEER,8905,213169357886064,06/27,643,0
9801,DOCTOR,11396,4258353855570,11/28,830,0
408,ENGINEER,53987,4032733313956060438,03/27,965,0
1760,LAWYER,89527,4317558345875691,10/26,134,0
3105,ENGINEER,16945,30124299097917,06/32,876,1
8203,DOCTOR,10908,4254004078985,08/26,790,1
1778,DOCTOR,57377,2522425709695914,01/26,522,1
2746,LAWYER,29740,3539441625679337,12/30,420,0
3500,ENGINEER,86689,5403853162353803,05/29,840,1
8387,ENGINEER,38779,2272540478568449,11/29,303,1
2989,ENGINEER,53520,676285439631,12/33,6822,0
4025,LAWYER,1187,4227580925555807,02/28,497,0
1253,DOCTOR,3036,502050103089,01/34,4131,0
2328,LAWYER,94029,578423810410,02/31,529,1
1947,DOCTOR,12044,4926308070827188693,12/26,873,0
3693,LAWYER,1375,4191772017964235,04/28,971,0
3188,DOCTOR,84537,213187849617764,11/30,839,0
3883,ENGINEER,16614,4753843897935,09/32,759,0
7633,ENGINEER,46883,3517357553045893,08/32,3692,0
9938,ENGINEER,61193,30441578059891,08/31,257,0
8789,DOCTOR,22548,345620721935350,07/32,517,0
3151,DOCTOR,62175,4829343428899079,01/29,947,0
1522,ENGINEER,82531,3586328940677686,10/27,233,1
1669,DOCTOR,44390,213182603081125,01/27,221,0
3225,ENGINEER,77288,2240250541653900,01/31,4,1
6052,DOCTOR,33575,4527202863044135,07/29,92,1
138,ENGINEER,94994,4450697668902844989,11/24,81,0
2249,ENGINEER,54225,3529448273644523,07/28,349,1
9669,DOCTOR,48168,6566164969049953,06/27,812,0
0,DOCTOR,42509,3515418493460774,07/25,251,1
4706,DOCTOR,6817,2248044332664628,03/30,773,1
6449,DOCTOR,72727,6011185334847210,02/25,334,0
4673,DOCTOR,28368,4473192294887,05/32,442,1
7646,DOCTOR,63990,2232700028581578,08/27,747,0
8862,LAWYER,97929,213166854986207,08/33,703,0
7589,DOCTOR,30812,3513494949125248,01/29,629,0
6242,ENGINEER,8055,676114724567,06/32,5128,0
6166,LAWYER,16340,4401410627285172,07/32,900,0
4554,DOCTOR,99837,6011987646900573,11/31,815,1
2437,LAWYER,89729,4980093673522,05/34,975,0
1563,LAWYER,16738,3577890011715647,04/25,19,0
6811,DOCTOR,39595,3567958852011954,05/34,241,1
448,DOCTOR,10706,4579233526664602,06/32,411,0
2211,LAWYER,17312,4840930462879184,06/32,9751,0
3275,DOCTOR,7474,213154178927404,05/28,772,1
4059,DOCTOR,19963,6561284466754403,02/26,878,0
3004,ENGINEER,9721,4420074042714799,11/31,386,1
9780,DOCTOR,26986,3549465500093627,01/32,385,0
4250,ENGINEER,26297,30280756661304,10/25,0,1
8569,DOCTOR,8312,3588916672346633,05/27,812,0
6049,ENGINEER,26100,30473685503404,08/28,74,0
5293,DOCTOR,96433,36002265602122,08/31,633,1
9875,DOCTOR,37566,3586191604372287,05/33,603,0
9092,ENGINEER,41054,4422617767431430595,04/29,713,0
7506,DOCTOR,14357,3501968282976352,03/29,240,0
1338,DOCTOR,99866,6011400382461446,02/34,363,0
7211,ENGINEER,37256,4099482429279,07/31,124,0
200,LAWYER,73581,5387658329176082,03/33,912,0
998,ENGINEER,24041,213193087678393,08/32,672,1
6990,DOCTOR,88576,30301845533211,10/25,112,0
6010,ENGINEER,36041,4716348329268611317,05/31,791,0
4412,LAWYER,53130,503899096443,05/31,256,0
2322,ENGINEER,87738,4160328396417721490,07/25,638,0
2305,DOCTOR,72724,180003828216396,04/28,2596,1
8384,DOCTOR,72916,213196558368709,06/34,5360,1
8373,LAWYER,74091,4241579649040999,05/33,228,0
3904,DOCTOR,53451,372407502715516,12/28,166,0
6784,ENGINEER,44429,4069615184612,09/31,559,1
7686,LAWYER,8298,4446322020213580319,11/33,852,1
7035,LAWYER,20657,2267854292537697,07/25,674,0
7929,ENGINEER,37364,4508908716643180682,03/25,4958,1
1879,DOCTOR,85629,4923606332251,06/32,195,0
4868,ENGINEER,68383,4784223294090602,11/28,726,1
6049,ENGINEER,26100,30473685503404,08/28,74,0
818,LAWYER,23938,4020155696701424,12/27,378,0
9323,DOCTOR,65917,348460689861968,01/28,125,1
8158,ENGINEER,54698,4786884126559896,06/29,9806,1
8667,LAWYER,593,4629682610180802,06/32,155,1
787,DOCTOR,89401,2226523582060401,05/29,752,0
5831,ENGINEER,73421,180007603968956,03/34,351,1
5601,DOCTOR,37459,4249400105492743,03/30,681,0
618,DOCTOR,24951,4167733726036801667,07/27,596,0
